Generation	Inchi	Smiles	Molecular Weight	Molecular Formula	No. Carbons	No. Hydrogens	No. Oxygens	cLogP	cLogS	H-Acceptors	H-Donors	Polar Surface Area	Druglikeness
G4	GFFKZVUFWOOERJ	C(C(CO)O)(CC(C)O)=O	148.073558864	C6H12O4	6	12	4.0	-1.2285	-0.411	4	3	77.76	-2.4341
G4	FWTFAZWTXINKAL	C(C(CCO)(CC=O)O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.6428	-0.18	5	3	94.83	-3.9357
G4	OTZRLOUETUNNPF	C(C(C(CO)C(C)O)=O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.7191	-0.175	5	3	94.83	-8.0314
G4	SLLURUDMWUFLKC	C(CC(CC(C(O)=O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-1.6641	-0.449	5	3	94.83	-2.6143
G4	GKZSNHCHIRPUAP	C(CC(C(CC=O)O)O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.6641	-0.449	5	3	94.83	-1.0839
G4	VIWDAXXSVNVDGE	C(CC(CO)(CC=O)O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.6428	-0.18	5	3	94.83	-4.3438
G4	NHKVFSBTHDUQFO	C(C(C(CO)=O)C(C)O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.7191	-0.175	5	3	94.83	-0.95907
G4	SPVZVIOOQQECQA	C(CC(C(C(C)O)O)=O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.5781	-0.393	5	3	94.83	-4.5741
G4	GNECLWBGNFHSKH	C(CC(C)(C(C(O)=O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-1.7379	-0.288	5	3	94.83	1.6551
G4	WWTYXVHBYZIAAX	C(C(C(CC(C)O)=O)O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.5781	-0.393	5	3	94.83	-2.9156
G4	RMWXYKBVBNVBKF	C(CC(C(CO)(C(C)O)N)O)=O	177.10010796	C7H15NO4	7	15	4.0	-2.3535	-0.253	5	4	103.78	-5.6206
G4	RLVZBDPCUUQGDT	C(CC(C(CN)(C(C)O)O)O)=O	177.10010796	C7H15NO4	7	15	4.0	-2.3535	-0.253	5	4	103.78	-1.981
G4	KJTFNELEAPNECE	C(CC(C(CO)(C(C)O)O)O)=O	178.084123548	C7H14O5	7	14	5.0	-1.9557	-0.177	5	4	97.99	-2.2507
G4	HMDMSWJPEDCFEP	C(CC(C(CO)(CO)N)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7128	0.125	5	4	103.78	-4.6422
G4	FKJHJSVDLYGKBA	C(CC(C(C(C)=O)(CO)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.9869	-0.228	5	3	94.83	-0.57849
G4	NOKSGELYQQILHW	C(C(CO)(C(C)(CC=O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.1467	-0.123	5	3	94.83	-0.17277
G4	MCFBWNRZQFNMCW	C(C(C(CC(C)O)=O)(CO)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.9869	-0.228	5	3	94.83	-4.3705
G4	POLZYCGWOMWWCK	C(CC(C(CO)(CN)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7128	0.125	5	4	103.78	-1.8973
G4	AKPFQQOYLJSYAD	C(CC(C(CO)(CC=O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.0729	-0.284	5	3	94.83	-5.0215
G4	JOSOCCWADUOCPZ	C(C(CO)(CC(CC=O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.0729	-0.284	5	3	94.83	-6.3381
G4	HPYWDYPYLJPHDG	C(CC(C(CCO)N)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.7123	-0.543	4	3	83.55	-3.3066
G4	BZTHOJMDNRICMN	C(CC(CN)(CCO)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.691	-0.274	4	3	83.55	-4.2625
G4	MAUULFXNWRBXHY	C(C(C(C)O)N)(CCO)=O	147.089543276	C6H13NO3	6	13	3.0	-1.6263	-0.487	4	3	83.55	-8.2307
G4	WJLRBCUMHIINSE	C(CN)(C(CO)C(C)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.7673	-0.269	4	3	83.55	-0.69532
G4	QJTPZUQEUNWIER	C(CC(CC(C=O)N)(CO)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.4707	-0.36	5	3	100.62	-6.6796
G4	UNXPPCYGEDYELX	C(CC(C(CC(CO)=O)N)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.3109	-0.465	5	3	100.62	-3.6041
G4	AIFINIUJEGDRSZ	C(CC(C=O)N)(C(C(C)O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.406	-0.573	5	3	100.62	-3.0949
G4	YYOLETBWGUYYMN	C(CO)(C(C(C)O)C(C=O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.547	-0.355	5	3	100.62	-2.2775
G4	MUZAVLJFEUNPBA	C(CC(CCO)(C(C=O)N)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.4707	-0.36	5	3	100.62	-4.0259
G4	NQWPZZHRRUCXRI	C(C(C(C(CO)C(C)O)=O)N)=O	175.084457896	C7H13NO4	7	13	4.0	-2.547	-0.355	5	3	100.62	-5.0155
G4	RJZUVQIHALYHDY	C(CC(CO)(CC(C=O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.0729	-0.284	5	3	94.83	-6.5149
G4	VQYVRVGVXZZBBM	C(CC(C=O)O)(C(C(C)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.0082	-0.497	5	3	94.83	-2.3026
G4	AOWGVLKQEATEAM	C(CO)(C(C(C)O)C(C=O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.1492	-0.279	5	3	94.83	-2.3145
G4	ADLKABOLLPJGSE	C(C(C(C(C(C)O)N)=O)CO)=O	175.084457896	C7H13NO4	7	13	4.0	-2.547	-0.355	5	3	100.62	-8.8863
G4	RWXYCNAQEOSHNA	C(CC(CN)(CC=O)O)(O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.7674	-0.256	5	3	100.62	-1.0919
G4	XDWARHMXUCMXLA	C(CC(C(C(C)O)N)=O)(O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.7027	-0.469	5	3	100.62	-11.214
G4	FTTDMVIVWAWEMR	C(C(C(CN)=O)C(C)O)(O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.8437	-0.251	5	3	100.62	-1.4928
G4	ZXGKPFMYNAQOBL	C(C(CCN)(CC=O)O)(O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.7674	-0.256	5	3	100.62	-2.0945
G4	XWFFKCHXOQFUGB	C(C(C(CN)C(C)O)=O)(O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.8437	-0.251	5	3	100.62	-8.005
G4	HGHBIBNSUGMMTG	C(CC(C(N)=CC(CO)O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-1.6768	-0.516	5	4	103.78	-1.6875
G4	MKOFDBFUQNWBTE	C(CC(C(C=CN)O)O)=O	145.073893212	C6H11NO3	6	11	3.0	-1.9587	-0.767	4	3	83.55	-1.9318
G4	DBMXCDPJIHODRN	C(CC(C(N)=CCO)O)=O	145.073893212	C6H11NO3	6	11	3.0	-1.1094	-0.645	4	3	83.55	-1.5779
G4	XECYBFRLJNYPHF	C(CC(C(C=CN)(CO)O)O)=O	175.084457896	C7H13NO4	7	13	4.0	-2.5048	-0.369	5	4	103.78	-1.6211
G4	LFWBNPVOBHJXIB	C(CC(C=C(CO)N)O)=O	145.073893212	C6H11NO3	6	11	3.0	-1.1094	-0.645	4	3	83.55	-3.0838
G4	PCWNXZAFHBMWLC	C(CC(C(C(N)=C)O)O)=O	145.073893212	C6H11NO3	6	11	3.0	-1.1378	-0.92	4	3	83.55	-4.0909
G4	SMUCPLZXMXELFR	C(CC(C(CCN)O)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.7123	-0.543	4	3	83.55	-2.3135
G4	FACQYTVNXCRWCH	C(CC(CO)(CCN)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.691	-0.274	4	3	83.55	-5.703
G4	KKBKNIYXNQKAIM	C(CO)(C(CN)C(C)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.7673	-0.269	4	3	83.55	-0.082291
G4	DXOFKEVPDOBYER	C(C(C(C)O)O)(CCN)=O	147.089543276	C6H13NO3	6	13	3.0	-1.6263	-0.487	4	3	83.55	0.15772
G4	ASZAJILSDRKYHV	C(CC(CC(CO)N)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.7123	-0.543	4	3	83.55	-8.7263
G4	WXLBLSDFFMWTAU	C(C(C(C)O)C(CO)N)=O	147.089543276	C6H13NO3	6	13	3.0	-1.9484	-0.433	4	3	83.55	-7.1631
G4	PMBWFWOTFJVIFS	C(CC(C)(C(CN)O)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.7861	-0.382	4	3	83.55	0.24295
G4	KNZUDEAVOJYMMI	C(C(CN)O)(CC(C)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.6263	-0.487	4	3	83.55	-2.3819
G4	KJQSQFWIQNVXRO	C(CC(C(C(C)N)O)O)=O	147.089543276	C6H13NO3	6	13	3.0	-1.8074	-0.651	4	3	83.55	-0.76121
G4	DUDALNXXPGUVLG	C(C(CO)C(C(CN)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.8751	0.074	5	4	103.78	-3.1171
G4	GCPXITJDKPTFGN	C(CO)(CC(C(CN)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.553	0.02	5	4	103.78	-1.4999
G4	NEVMZGBEMLARFI	C(C)(C(C(C(CN)O)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.6481	-0.088	5	4	103.78	0.91026
G4	IJHJSPVSRDDOCM	C(C(C(C(CO)CO)=O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.5085	0.099	5	3	94.83	-3.5914
G4	LSXJNSZWMLDYSX	C(C(CO)C(C(C=O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.6896	-0.065	5	3	94.83	-3.2846
G4	CXPNIWULHHKHIJ	C(C(CO)C(CO)O)=O	134.0579088	C5H10O4	5	10	4.0	-1.9099	0.021	4	3	77.76	-3.231
G4	OKQZBKTWBBHSMG	C(C(CO)O)(C(CN)O)=O	149.068807832	C5H11NO4	5	11	4.0	-3.0074	0.29	5	4	103.78	0.16273
G4	IZYOBKKJVPRWAF	C(C(CO)O)(CCO)=O	134.0579088	C5H10O4	5	10	4.0	-1.5878	-0.033	4	3	77.76	-1.3983
G4	XZFDOIXMTIDWDO	C(CO)(C(CO)CO)=O	134.0579088	C5H10O4	5	10	4.0	-1.7288	0.185	4	3	77.76	-0.82814
G4	PLNCEPSXQNLXFQ	C(C(C(CO)CO)=O)(O)=O	148.037173356	C5H8O5	5	8	5.0	-2.0784	0.203	5	3	94.83	-8.8451
G4	FECMPYGDUBMCJW	C(C(C(CCO)=O)(C(C)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-1.9869	-0.228	5	3	94.83	-3.466
G4	XKQYHRMFCLVMLQ	C(C(CO)N)(CCO)=O	133.073893212	C5H11NO3	5	11	3.0	-1.9856	-0.109	4	3	83.55	-7.0811
G4	TUZBBZXRKRCCHV	C(CN)(C(CO)CO)=O	133.073893212	C5H11NO3	5	11	3.0	-2.1266	0.109	4	3	83.55	-1.72
G4	SINGQOCJYKQUKZ	C(CO)(C(CO)C(C=O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9063	0.023	5	3	100.62	-1.6022
G4	QWGZTGZJGYMQSO	C(C(C(C(CO)CO)=O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9063	0.023	5	3	100.62	-6.062
G4	VMJKVNSWYGVDDB	C(C(C(C(CO)N)=O)CO)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9063	0.023	5	3	100.62	-7.892
G4	LNXGBQJSSFZXIT	C(CC(C(CO)N)=O)(O)=O	147.053157768	C5H9NO4	5	9	4.0	-4.062	-0.091	5	3	100.62	-9.987
G4	SJVAOJMYTHQGKQ	C(C(C(CO)CN)=O)(O)=O	147.053157768	C5H9NO4	5	9	4.0	-4.203	0.127	5	3	100.62	-7.2866
G4	MPVZBVZZGFTNFP	C(CO)(C(CO)CN)=O	133.073893212	C5H11NO3	5	11	3.0	-2.1266	0.109	4	3	83.55	0.61668
G4	NZVSACKMNLZXRI	C(C(CO)O)(CCN)=O	133.073893212	C5H11NO3	5	11	3.0	-1.9856	-0.109	4	3	83.55	0.4365
G4	PLLHEFWWIFPWHX	C(C(CO)C(CO)N)=O	133.073893212	C5H11NO3	5	11	3.0	-2.3077	-0.055	4	3	83.55	-6.6381
G4	VGXATLUBDLVHGV	C(C(CN)O)(CCO)=O	133.073893212	C5H11NO3	5	11	3.0	-1.9856	-0.109	4	3	83.55	-1.3808
G4	JCNGVKBKWIJOCV	C(C(CC(C)O)(C(C=O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.168	-0.392	5	3	94.83	-6.2703
G4	QFYITVLEXBIACF	C(C(C)(CC(C(C=O)O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.168	-0.392	5	3	94.83	-3.3832
G4	CWDNXCZNPODKJC	C(C(C(CC(C(C)=O)O)O)O)=O	176.068473484	C7H12O5	7	12	5.0	-2.0082	-0.497	5	3	94.83	-1.0224
G4	NGEVRUUFNAKXBP	C(C(C(CC(C)O)O)O)=O	148.073558864	C6H12O4	6	12	4.0	-1.4096	-0.575	4	3	77.76	-5.5564
G4	UEHGPSGGFKLPTD	C(C(C(C(C(C)O)N)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.8292	-0.252	5	4	103.78	-4.5281
G4	GYUUFXXXTHHRRI	C(C(C(CC(CN)O)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7341	-0.144	5	4	103.78	-2.3284
G4	ZGOWPCHSOHJRIL	C(C(C(CCO)O)O)=O	134.0579088	C5H10O4	5	10	4.0	-1.7689	-0.197	4	3	77.76	-4.3022
G4	PNNNRSAQSRJVSB	C(C(C(C(C(C)O)O)O)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.4314	-0.176	5	4	97.99	-3.3186
G4	FRJOXJBNQDZEBI	C(C(C(CC(CO)O)O)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.3363	-0.068	5	4	97.99	-6.9061
G4	KLCDBKAWGMBSME	C(C(C(CO)O)C(CO)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.4773	0.15	5	4	97.99	-3.2038
G4	VPNBLFIVNKFHGY	C(C)(C(CO)(C(C=O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.4413	0.042	5	3	94.83	-1.1921
G4	QEDCYTISSRHIRG	C(CO)(C(C)(C(C=O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.4413	0.042	5	3	94.83	0.8741
G4	JPNOFZPGVHGIAU	C(C(C)=O)(C(C(CO)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.2815	-0.063	5	3	94.83	-3.8297
G4	OKVIFNQBEGMUGM	C(C(CO)=O)(CC(CO)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.1864	0.045	5	3	94.83	-7.9949
G4	NMHIUKCEPXGTRP	C(C(C(C)O)(C(C=O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.6224	-0.122	5	3	94.83	-2.6535
G4	LLJOTQMGGPLNOO	C(C(C(C=O)O)O)(C(C)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.4626	-0.227	5	3	94.83	-2.9726
G4	LRJWTXIDODGZIU	C(CC(CN)(C(C=O)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9251	-0.09	5	3	100.62	-2.0002
G4	YREAXOMMEKHATC	C(C(C(CC(CN)=O)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.7653	-0.195	5	3	100.62	-1.339
G4	LNCPBFQXTAGTEN	C(CC(C(C(CO)O)N)=O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.7653	-0.195	5	3	100.62	-3.4704
G4	VPDIKTZDHYWIDA	C(C(CC(C(C=O)O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9464	-0.359	5	3	100.62	-3.2876
G4	ZROWQRUORDMNAS	C(CC(C(C(C=O)O)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9464	-0.359	5	3	100.62	-1.7287
G4	FWFJQTWRCLWCQT	C(C(C(CO)O)C(C=O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-3.0874	-0.141	5	3	100.62	-2.9601
G4	YQESOEYBKHKQAL	C(C)(C(CN)(C(C=O)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8391	-0.034	5	3	100.62	-1.115
G4	KNRRFNWIFCBCCE	C(CN)(C(C)(C(C=O)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8391	-0.034	5	3	100.62	0.074974
G4	SIHHVAYERFAIDG	C(C(C)=O)(C(C(CO)O)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.6793	-0.139	5	3	100.62	-5.484
G4	QXITZEVATLWTSU	C(C(CN)=O)(CC(CO)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.5842	-0.031	5	3	100.62	-8.8018
G4	HJYRHNDMBSVYKF	C(C(C(C)N)(C(C=O)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-3.0202	-0.198	5	3	100.62	-1.3353
G4	OXDBNSYDHCFGAE	C(C(C(C=O)O)O)(C(C)N)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8604	-0.303	5	3	100.62	-2.5615
G4	HTPZSALIZDTBIL	C(C(C(CO)(C)O)O)=O	134.0579088	C5H10O4	5	10	4.0	-1.8427	-0.036	4	3	77.76	-4.348
G4	KKLZOXZZESQNKR	C(CO)(CC(CO)O)=O	134.0579088	C5H10O4	5	10	4.0	-1.5878	-0.033	4	3	77.76	-3.1844
G4	IGUZJYCAXLYZEE	C(C)(C(C(CO)O)O)=O	134.0579088	C5H10O4	5	10	4.0	-1.6829	-0.141	4	3	77.76	0.41635
G4	PDHFWRCDNWXIRJ	C(C(C(CO)(CCO)O)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.315	0.201	5	4	97.99	-7.1143
G4	MSERTCQRMJDWLM	C(C(C(CO)O)O)(CCO)=O	164.068473484	C6H12O5	6	12	5.0	-2.1552	0.096	5	4	97.99	-1.4929
G4	GNQPJPMTQHCZDA	C(CO)(C(CO)C(CO)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.2962	0.314	5	4	97.99	0.70639
G4	QITFYRWXWLBOON	C(C(C(C(CCO)O)O)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.3363	-0.068	5	4	97.99	-4.2599
G4	VTPHIABIXGEURA	C(C(C(C)(C(CO)O)O)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.4101	0.093	5	4	97.99	-0.77395
G4	ZFKOVTBOKTVFNN	C(C(CO)O)(CC(CO)O)=O	164.068473484	C6H12O5	6	12	5.0	-2.1552	0.096	5	4	97.99	-3.0105
G4	MBPXIKBMTLMRLY	C(CC(C(C=O)O)O)(O)=O	148.037173356	C5H8O5	5	8	5.0	-2.1185	-0.179	5	3	94.83	-1.1718
G4	DLXFNRJKAZJAFH	C(C(C)(C(C=O)O)O)(O)=O	148.037173356	C5H8O5	5	8	5.0	-2.1923	-0.018	5	3	94.83	0.13837
G4	IQUYTNXYQLFGFJ	C(C(C(C(C(C)=O)N)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.8604	-0.303	5	3	100.62	-5.2603
G4	PBYULFCMHGABSZ	C(C(C(C(C)N)O)O)=O	133.073893212	C5H11NO3	5	11	3.0	-2.2618	-0.381	4	3	83.55	-1.3874
G4	JYHPEDPKFLAFBR	C(C(C(C(CCO)N)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7341	-0.144	5	4	103.78	-3.5755
G4	HJVOVUXODMPMOJ	C(C(C(C)(CN)O)O)=O	133.073893212	C5H11NO3	5	11	3.0	-2.2405	-0.112	4	3	83.55	-2.3584
G4	YMAHABHTDGOELF	C(CN)(CC(CO)O)=O	133.073893212	C5H11NO3	5	11	3.0	-1.9856	-0.109	4	3	83.55	-3.8735
G4	HNQFSWWFLHSOLX	C(C)(C(C(CO)O)N)=O	133.073893212	C5H11NO3	5	11	3.0	-2.0807	-0.217	4	3	83.55	-3.3483
G4	NBTHEANXNFYYLH	C(C(C(CN)(CCO)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7128	0.125	5	4	103.78	-3.8666
G4	BMAXTHBTDTXLBR	C(C(C(CO)O)N)(CCO)=O	163.084457896	C6H13NO4	6	13	4.0	-2.553	0.02	5	4	103.78	-3.1304
G4	ISUPDYFJBCQTJK	C(CN)(C(CO)C(CO)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.694	0.238	5	4	103.78	-0.0095022
G4	OJQXGCSCCOFOEO	C(C(CCN)(C(C=O)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9251	-0.09	5	3	100.62	-3.1458
G4	OUIGZBDDYTZGHI	C(C(C(CN)C(CO)O)=O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9063	0.023	5	3	100.62	-2.4253
G4	DHMXEHHYEIJJQA	C(C(C1(COCC1O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.5666	0.119	5	3	86.99	-5.6593
G4	QOJKBNZXYZFGLT	C1(C(C(CO)O)OCC1O)=O	162.05282342	C6H10O5	6	10	5.0	-2.1839	0.014	5	3	86.99	0.59955
G4	NFWXZOPUNGLRBD	C(C(C1(C(O)OCC1)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.065	-0.094	5	3	86.99	-2.0888
G4	UTUSMENOLHYNQR	C1(C(O)OCC1C(CO)O)=O	162.05282342	C6H10O5	6	10	5.0	-1.7377	0.019	5	3	86.99	0.18991
G4	ZEHFKOIQFRAZSW	C(C(C1(COC(C1)O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-2.065	-0.094	5	3	86.99	-1.4297
G4	UOUBDKLZYQKQGR	C1(COC(C1C(CO)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-1.7377	0.019	5	3	86.99	0.69589
G4	GONGZWHRWCYDTA	C1(C(C(CO)O)OC(C1)O)=O	162.05282342	C6H10O5	6	10	5.0	-1.6823	-0.199	5	3	86.99	0.032236
G4	JUAZXUGWESTZKM	C(C(C(C(N)=C)O)O)=O	131.058243148	C5H9NO3	5	9	3.0	-1.5922	-0.65	4	3	83.55	-4.7837
G4	AXBBCHWQZPTRHT	C(C(C(C(C=CN)O)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.9805	-0.368	5	4	103.78	-2.633
G4	YOGVNAWPSZQSTR	C(C(C(C(N)=CCO)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.1312	-0.246	5	4	103.78	-1.6715
G4	KLDBXEGCMFFKSB	C(C(C(C=CN)O)O)=O	131.058243148	C5H9NO3	5	9	3.0	-2.4131	-0.497	4	3	83.55	-2.6718
G4	PEALTNNRBPRMAW	C(C(C(C=C(CO)N)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.1312	-0.246	5	4	103.78	-3.4887
G4	SXHTXICSPJSWFR	C(C(C(C(C(N)=C)O)O)O)=O	161.068807832	C6H11NO4	6	11	4.0	-2.1596	-0.521	5	4	103.78	-4.7549
G4	IHQBBASLWKAHNA	C(C(C(CCN)O)O)=O	133.073893212	C5H11NO3	5	11	3.0	-2.1667	-0.273	4	3	83.55	-2.4055
G4	YNHYGPJKQIGQOJ	C(C(CN)C(CO)O)=O	133.073893212	C5H11NO3	5	11	3.0	-2.3077	-0.055	4	3	83.55	-3.063
G4	LOKNVMBSHYFMIC	C(C(C(C(CCN)O)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7341	-0.144	5	4	103.78	-2.3515
G4	FQTZGTMNUXOXGQ	C(C(C(CO)(CCN)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7128	0.125	5	4	103.78	-5.2466
G4	RCONVIOHJRZIJO	C(CO)(C(CN)C(CO)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.694	0.238	5	4	103.78	0.65523
G4	BUOQXFNZBCFZOW	C(C(C(CO)O)O)(CCN)=O	163.084457896	C6H13NO4	6	13	4.0	-2.553	0.02	5	4	103.78	0.4033
G4	LUKARBBJDBVGFL	C(C(C(CC(CO)N)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.7341	-0.144	5	4	103.78	-8.6129
G4	VKOZKMVMYZOMJJ	C(C(C(CO)O)C(CO)N)=O	163.084457896	C6H13NO4	6	13	4.0	-2.8751	0.074	5	4	103.78	-6.2401
G4	ODLALOBNCTWMIE	C(C(C(C)(C(CN)O)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.8079	0.017	5	4	103.78	-0.52844
G4	YTQLPHRJAPRIGW	C(C(CN)O)(CC(CO)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.553	0.02	5	4	103.78	-3.0981
G4	XOEOPEYULUQGFN	C(C(C(C(C(C)N)O)O)O)=O	163.084457896	C6H13NO4	6	13	4.0	-2.8292	-0.252	5	4	103.78	-1.3579
G4	FXKSHIOEPZKJMP	C(C(CC(C=O)O)O)(O)=O	148.037173356	C5H8O5	5	8	5.0	-2.1185	-0.179	5	3	94.83	-3.9114
G4	LHBXRYGOYMYCDX	C(C(C)(CC(C(O)=O)O)O)=O	162.05282342	C6H10O5	6	10	5.0	-1.7379	-0.288	5	3	94.83	-3.8423
G4	LZWYDLFSHVJXCF	C(C(CC(C(C)=O)O)O)(O)=O	162.05282342	C6H10O5	6	10	5.0	-1.5781	-0.393	5	3	94.83	0.11316
G4	VGAFMEAWKVZZIM	C(C(CC(C)O)O)(O)=O	134.0579088	C5H10O4	5	10	4.0	-0.9795	-0.471	4	3	77.76	-3.6397
G4	IGXYCUHSNRFWGT	C(C(C(CO)C(C)O)O)(O)=O	164.068473484	C6H12O5	6	12	5.0	-1.6879	-0.124	5	4	97.99	-0.69784
G4	CSLCLLUJTJKWCG	C(C(CC(CN)O)O)(O)=O	149.068807832	C5H11NO4	5	11	4.0	-4.0308	-0.04	5	4	103.78	-0.51224
G4	RXVSUXOYOCJMAP	C(C(C(CO)CO)O)(O)=O	150.05282342	C5H10O5	5	10	5.0	-2.0472	0.254	5	4	97.99	-1.2775
G4	RSKGLBJVIAQRMC	C(C(CC(CO)O)O)(O)=O	150.05282342	C5H10O5	5	10	5.0	-1.9062	0.036	5	4	97.99	-5.0613
G4	DGADNPLBVRLJGD	C(C(CO)(C)O)(O)=O	120.042258736	C4H8O4	4	8	4.0	-1.4126	0.068	4	3	77.76	-2.2005
G4	ZOUFWABTGGIWTK	C(C(C)(CN)O)(O)=O	119.058243148	C4H9NO3	4	9	3.0	-3.5372	-0.008	4	3	83.55	-0.44514
G4	QTRAXZHIRXYYPP	C(C(C(C)N)O)(O)=O	119.058243148	C4H9NO3	4	9	3.0	-3.5585	-0.277	4	3	83.55	1.5731
G4	IVUOMFWNDGNLBJ	C(C(CCN)O)(O)=O	119.058243148	C4H9NO3	4	9	3.0	-3.4634	-0.169	4	3	83.55	-0.57833
G4	QSXPHHFSGUTCLK	C(C(CO)=O)(C(CN)O)=O	147.053157768	C5H9NO4	5	9	4.0	-3.0386	0.239	5	3	100.62	-3.0566
